Word,Split
चुराया,चुरा+या
नन्वयं दोषो,ननु+अयम्+ दोषः+
कृष्णों,कृष्णों
नित्यं संज्ञाछन्दसोः,नित्यम्+संज्ञाछन्दसोः
क्षेमतरं भवेत्,क्षेमतरम्+भवेत्
तस्यानुमापकमिति,तस्य+अनुमापकम्+इति
प्रमाणशब्दनिष्ठमित्यर्थात्,प्रमाणशब्दनिष्ठम्+इति+अर्थात्
चित्रं देवेति,चित्रम्+देव+इति
जितमानरोष',जितमानरोषः+'
डिडक्शन,डिडक्शन
रमाओगे,रमा+ओगे
तदद्य,तत्+अद्य
भयावहः,भय+आवहः
हिरण्यमादाय,हिरण्यम्+आदाय
पक्षेऽनुभवितुः,पक्षे+अनुभवितुः
गिरते,गिर+ते
जीविकाऽर्थे चापण्ये,जीविकाऽर्थे+च+अपण्ये
"भवतोऽप्यवकाशत्वाद्,","भवतः+अपि+अवकाशत्वाद्,"
नङ्गल,नङ्गल
तदन्यस्यानारोपादित्यस्वरसादाह--किं चेति,तत्+अन्यस्य+अनारोपात्+इति+अस्वरसात्+आह—किम्+ च+इति
नियम इति,नियमः+ इति
अतोऽम्,अतः+अम्
तदभावादेवेति,तदभावात्+एवेति
वर्षमाधिपत्यं,वर्षम्+आधिपत्यं
भावाख्यातप्रयोगआवश्यकस्तथापि,भावाख्यातप्रयोगआवश्यकः+तथापि
गोपदशक्यं तदिति,गोपदशक्यम्+ तत्+इति
समाधत्ते-व्यक्तिशक्ताविति,समाधत्ते-व्यक्तिशक्तौ+इति
पङ्‌कजपदस्येव,पङ्‌कजपदस्य+इव
सालखन,साल+खन
स्कॉलरशीप,स्कॉलरशीप
चाहल,चाहल
रजिस्टर,रजिस्टर
तेनान्वर्थेति,तेन+अन्वर्था+इति
वारको भवति,वारकः+भवति
कम्पाऊंगी,कम्पा+ऊंगी
निबन्धकारैरुक्तम्,निबन्धकारैः+उक्तम्
भिजाया,भिजा+या
काँप,काँप
गलतता,गल+तता
जहदा,जह+दा
श्वो मे,श्वः+मे
व्याप्यैकत्वत्वावच्छिन्नप्रकारता,व्याप्य+एकत्वत्वावच्छिन्नप्रकारता
प्रवादरक्षाऽर्थं बुद्धिपर्यन्तानुशरणमित्याह,प्रवादरक्षाऽर्थम्+ बुद्धिपर्यन्तानुशरणम्+इत्याह
चञ्चलचित्त,चञ्चल+चित्त
विभक्तित्वसमनियतं वस्तुमदन्य-उद्देश्यतावच्छेदकाऽवृत्तिआवृत्त्यवृत्ति,विभक्तित्वसमनियतम्+ वस्तुमदन्य-उद्देश्यतावच्छेदक+आवृत्तिआवृत्त्यवृत्ति
हलधरगिरधर,हलधर+गिः+अधर
समासाघटकचैत्रनिरूपितत्व-शरकरणकत्वादेर्भेदेनाऽन्वयान्न,समासाघटकचैत्रनिरूपितत्व-शरकरणकत्वादेः+भेदेन+अन्वयात्+न
जसराज,जस+राज
गुर्दा,गुर्दा
सुपदजन्यैकत्वोपस्थितेरेव,सुपदजन्यैकत्वोपस्थितेः+एव
वेदस्थलाक्षणिकानां वाचकत्वं,वेदस्थलाक्षणिकानाम्+ वाचकत्वम्+
जनवृद्धि,जन+वृद्धि
बृजे,बृजे
साध्यसाधनत्वादयो धर्मास्ते,साध्यसाधनत्वादयः+ धर्माः+ते
वीरमल,वीर+मल
जैटली,जैटली
जारगर,जार+गर
स मन्तव्यः,सः+मन्तव्यः
उबलायेङ्गे,उबला+येङ्गे
लडखडाते,लड+खडा+ते
इत्यत आह---ज्ञानं,इति+अतः+ आह---ज्ञानम्+
डोलूङ्गा,डोल+ूङ्गा
छपी,छप+ी
सच्चित्,सत्+चित्
2,2
घटत्वेऽसत्वात्,घटत्वे+असत्वात्
सताऊङ्गी,सता+ऊङ्गी
आत्मवैभव,आत्म+वैभव
अन्तरमन,अन्तरम्+अन
विन्ध्यपर्वत,विन्ध्य+पर्वत
मद्देनजनर,मत्+द+इन+ज+नर
कपीध्वज,कपी+ध्वज
इत्यतिदेशवाक्यं श्रुतवतोऽटव्यामटतो,इति+अतिदेशवाक्यम्+ श्रुतवतः+अटव्याम्+अटतो
प्रातिपदिकविशिष्टोऽभेद,प्रातिपदिकविशिष्टः+अभेद
ध्वंसस्यैवेति,ध्वंसस्य+एव+इति
राहीबाई,राही+बाई
ध्यापक,धी+आपक
शाब्दबोधजनकत्वस्योक्तगुरुतरकार्यकारणभावद्वयस्य,शाब्दबोधजनकत्वस्य+उक्तगुरुतरकार्यकारणभावत्+वयस्य
विशेषणं देयमिति,विशेषणम्+ देयम्+इति
प्रदत्त,प्र+दत्त
भोक्तव्यमितिकर्मणितव्यत्प्रत्येन,भोक्तव्यम्+इतिकर्मणितव्यत्+प्रत्येन
चात्माश्रय इति,च+आत्माश्रयः+ इति
कैर्मया,कैः+मया
प्रेक्षावतां प्रवृत्तिर्न,प्रेक्षावताम्+ प्रवृत्तिः+न
तावद् भो,तावत्+भो
११.तस्यासाधारणत्वापत्तेरिति,११.तस्य+असाधारणत्वापत्तेः+इति
तद् अच्छम्,तत्+अच्छम्
कार्यतावच्छेदकानाक्रान्तत्वं बोध्यम्,कार्यतावच्छेदकानाक्रान्तत्वम्+ बोध्यम्
हेतुर्दृष्टान्तो वा,हेतुः+दृष्टान्तः+वा
कुत्रापि,कुत्र+अपि
पटकथा,पट+कथा
स्मारकत्वमित्यभिप्रायेण,स्मारकत्वम्+इत्यभिप्रायेण
अतो वास्तववत्,अतः+ वास्तववत्
अपदं न,अपदम्+ न
सुरजननगर,सुर+जन+नगर
वसीम,वसीम
उत्तरमप्रतीक्षमाण,उत्तरम्+अप्रतीक्षमाण
खरचने,ख+रचने
प्राश्,प्राश्
हन्तुं स्वजनमुद्यताः,हन्तुम्+स्वजनम्+उद्यताः
खडगांव,खड+गांव
"व्याप्यत्वमिति,","व्याप्यत्वम्+इति,"
अन्यो यो यो विधिः,अन्यः+यः+यः+विधिः
गटकना,गटक+ना
तलाश,तल+आश
ततो लक्ष्मणः,ततः+लक्ष्मणः
हर्यङ्क,हरि+अङ्क
मेषोऽपि,मेषः+अपि
गुणो न,गुणः+न
कथमग्निना,कथम्+अग्निना
इत्‍येकाकी,इति+एकाकी
जयवर्मा,जय+वर्मा
चानेकागमवचनानि,च+अनेकागमवचनानि
बस्तीन,बस्ति+इन
धर्मिताऽवच्छेदकतायां सावच्छिन्नत्वं,धर्मिताऽवच्छेदकतायाम्+ सावच्छिन्नत्वम्+
एवाह,एव+आह
कथमित्थं,कथम्+इत्थं
कृति,कृति
पुरुषो न,पुरुषः+ न
चन्द्रत्वसूर्यत्वावच्छिन्नत्वसम्भवेऽपि,चन्द्रत्वसूर्यत्वावच्छिन्नत्वसम्भवे+अपि
आचम्,आचम्
आचार्योपसर्जनश्चान्तेवासी,आचार्योपसर्जनः+च+अन्तेवासी
छात्रसङ्ग,छात्र+सङ्ग
व्यवस्थितायां च,व्यवस्थितायाम्+ च
वस्त्रमाच्छाद्य,वस्त्रम्+आच्छाद्य
प्रदेशन,प्र+देशन
समैन,सम्+ऐन
परस्,परस्
सरकारजय,सर+कार+जय
श्रोत्रं तावत्समानेन्द्रियग्राह्यसमानदेशार्थ,श्रोत्रम्+ तावत्समानेन्द्रियग्राह्यसमानदेशार्थ
तस्या मिथ्यात्वे,तस्याः+ मिथ्यात्वे
सङ्केतक,सम्+केतक
समवायेनाकाशोपस्थितिसम्भवाद्,समवायेन+आकाशोपस्थितिसम्भवाद्
पाकजविशेष एव,पाकजविशेषः+ एव
स्वच्छन्दः,स्व+छन्दः
हजामत,हजामत
वर्णाश्रमधर्म,वर्ण+आश्रम+धर्म
स्थाल,स्थाल
अतीन्द्रियत्वमतेऽप्यस्मदादेर्यागादिकर्तृकत्वम्,अतीन्द्रियत्वमते+अपि+अस्मदादेः+यागादिकर्तृकत्वम्
इत्यर्थभ्रमं वारयति---साध्येति,इति+अर्थभ्रमम्+ वारयति---साध्य+इति
निष्ठत्वं षष्ठ्यार्थः,निष्ठत्वम्+ षष्ठ्यर्थः
खडकोट,खड+कोट
गन्धात्यन्ताभावानधिकरणत्वमित्यर्थः,गन्धात्यन्ताभावानधिकरणत्वम्+इत्यर्थः
चन्द्रभुवन,चन्द्र+भुवन
सूच्,सूच्
शब्दस्यानुवादकत्वमेव1,शब्दस्य+अनुवादकत्वम्+एव1
नित्यकर्म,नित्य+कर्म
कारणत्वपक्ष इत्यर्थः,कारणत्वपक्षः+ इत्यर्थः
पिसवाना,पिसवा+ना
प्रकारताया घटादिवृत्तित्वेऽपि,प्रकारतायाः+ घटादिवृत्तित्वे+अपि
निवेदनमपि,निवेदनम्+अपि
खिसकाते,खिसका+ते
रूपेणाहेतुत्वात्,रूपेण+अहेतुत्वात्
दोहरायेङ्गे,दोहरा+येङ्गे
पौरवो मदुद्देश्यकं,पौरवः+ मदुद्देश्यकम्+
धेनुरिति,धेनुः+इति
ष्ठ्यूत,ष्ठिव्+त
सहनवाज,सहन+वाज
ममापि,मम्+अपि
किशन,किशन
कूपर,कूपर
काठ,काठ
गर्भावस्थ,गर्भ+अवस्थ
मेड्,मेड्
(वि-१)अयं भावः,(वि-१)अयम्+ भावः
क्षेत्रकलन,क्षेत्र+कलन
मृग,मृग
तच्चापि,तत्+च+अपि
असवर,अस+वर
फरमाऊङ्गा,फरमा+ऊङ्गा
विवक्षितमर्थं वक्तुं,विवक्षितम्+अर्थम्+ वक्तुम्+
विशेष्यतायां नानाधर्मावच्छिन्न,विशेष्यतायाम्+ नानाधर्मावच्छिन्न
प्रथनीय,प्रथ्+अनीय
कारणत्वं तदा,कारणत्वम्+ तदा
प्रमाणान्तर्भावो दुर्वच,प्रमाणान्तर्भावः+ दुर्वचः+
क्षेत्रं तावत्,क्षेत्रम्+तावत्
व्यक्त्याकृतिजातय इति,व्यक्त्याकृतिजातयः+ इति
गौरवं प्रामाणिकमिति,गौरवम्+ प्रामाणिकम्+इति
समूलमस्य,समूलम्+अस्य
प्रसिद्धेरिति,प्रसिद्धेः+इति
प्रकाशयदिति,प्रकाशयत्+इति
मय्,मय्
य इति,यः+ इति
स्वाश्रयत्वाच्च,स्वाश्रयत्वात्+च
आशी,आशी
लक्षणमित्याकाङ्क्षायामुपाधिलक्षणमाह,लक्षणम्+इति+आकाङ्क्षायाम्+उपाधिलक्षणम्+आह
आह---एवकार इति,आह---एवकारः+ इति
भावप्रदर्शन,भाव+प्रदर्शन
नाद्यः--तद्व्यक्तित्वेपि,न+आद्यः--तद्व्यक्तित्वेपि
सौण्ठ,सौण्ठ
लिङ्गं भविष्यतीति,लिङ्गम्+ भविष्यति+इति
मिटाओगी,मिटा+ओगी
सहेङ्गी,सह+ेङ्गी
वसिष्ठ उवाच,वसिष्ठः+उवाच
स्वपदग्राह्यव्यक्तिभेदसामानाधिकरण्यविरहात्तद्व्यक्तिभेदवै.शिष्टान्यत्वं सुलभम्(१),स्वपदग्राह्यव्यक्तिभेदसामानाधिकरण्यविरहात्तद्व्यक्तिभेदवैशिष्टान्यत्वम्+ सुलभम्(१)
जहमत,जहमत
सत्यकेतन,सत्य+केतन
नन्दगोप,नन्द+गोप
घटान्तररूपस्येत्यर्थः,घटान्तररूपस्य+इति+अर्थः
मुत्तरसन,मुत्+तर+सन
प्रमाणं चानुपलब्धिकारणेष्वसत्सु,प्रमाणम्+ च+अनुपलब्धिकारणेषु+असत्सु
उगलवायी,उगलवा+यी
तद् अहम्,तत्+अहम्
प्रसव,प्रसव
गुर्राओगे,गुर्रा+ओगे
विवक्षितमित्यत आह,विवक्षितम्+इति+अतः+ आह
प्रियवर,प्रिय+वर
धर्मलेख,धर्म+लेख
जन्मजन्मान्तर,जन्म+जन्म+अन्तर
प्रधुम्न,प्रधुम्न
बलसन,बल+सन
डुबवाइये,डुबवा+इये
निबन्धमेकं,निबन्धम्+एकं
अजाविभ्यां थ्यन्,अजाविभ्याम्+थ्यन्
फैम,फ+इम
जन्मग्रहण,जन्म+ग्रहण
"आसक्तिलक्षणो रागः,","आसक्तिलक्षणः+ रागः,"
कुक्कुटोथ,कुक्कुटः+अथ
पिटाओगे,पिटा+ओगे
रथो ध्वजश्च,रथः+ध्वजः+च
भूषण,भूष्+अन
सरः,सरः
दशरूप,दश+रूप
सम्बन्धिनस्तथा,सम्बन्धिनः+तथा
सङ्ग्रहणवितरण,सङ्ग्रहण+वितरण
जया,जया
माल्यर्पण,मालि+अर्पण
गैरप्रमुख,गैर+प्रमुख
वनवसा,वन+वसा
शक्तिस्मारकतयाऽभिहितं न,शक्तिस्मारकतया+अभिहितम्+ न
तत्स्वयं योगसंसिद्धः,तत्+स्वयम्+योगसम्+सिद्धः
तादृशशक्तिकल्पनाच् चैत्रः,तादृशशक्तिकल्पनात्+ चैत्रः
विशेष्यवाचकपदं तेन,विशेष्यवाचकपदम्+ तेन
खराक,ख+राक
अशक्तकारी,अ+शक्त+कारी
भग्नेति,भग्ना+इति
"निर्वर्तकं,","निर्वर्तकम्+,"
परमगति,परम+गति
स्वत्वत्वादिनैव,स्वत्वत्वादिन+एव
सुधाराने,सुधारा+ने
लिखवाइये,लिखवा+इये
भवन,भवन
सङ्केतस्थल,सङ्केत+स्थल
बनवायेगा,बनवा+येगा
साक्षाद्भेदेन,साक्षात्+भेदेन
उकसाकर,उकसा+कर
मण्डलभर,मण्डल+भर
यथासमय,यथा+समय
"घटाद्यं""शे",घटादि+अंशे
लडखडाइये,लड+खडा+इये
ह्रादश्च,ह्रादः+च
धात्वर्थविशेष्यकसुबर्थप्रकारकबोधं प्रति,धात्वर्थविशेष्यकसुबर्थप्रकारकबोधम्+ प्रति
रञ्जन,रञ्ज्+अन
गवाह,गवाह
वृत्तिज्ञानजन्यताऽवच्छेदकमेव,वृत्तिज्ञानजन्यताऽवच्छेदकम्+एव
समानविषयकानु,समानविषयक+अनु
वृक्षौ,वृक्ष+औ
हनूज,हनू+ज
फैक्स,फैक्स
तल्लौकिकं,तत्+लौकिकं
पकाऊ,पका+ऊ
रामो लक्ष्मणः,रामः+लक्ष्मणः
पनाह,पनाह
यदिति,यत्+इति
तत इति,ततः+ इति
करियत,करि+यत
आह---अत एवेति,आह---अतः+ एव+इति
स प्राणायामः,सः+प्राणायामः
वितण्डायामुभाभ्यामपिसाधनमुपालंभश्चोच्यते,वितण्डायामुभाभ्याम्+अपिसाधनम्+उपालंभः+च+उच्यते
{9}(4)-राजस्वत्वाभावव्याप्यराजभावव्याप्यविशिष्टराजव्यापकाभाववान्पुरुषः,{9}(4)-राजस्वत्वाभावव्याप्यराजभावव्याप्यविशिष्टराजव्यापकाभाववान्+पुरुषः
वर्तमानध्वंसप्रतियोगित्वमनुमातुं शक्यते,वर्तमानध्वंसप्रतियोगित्वम्+अनुमातुम्+ शक्यते
नवजोत,नव+जोत
लिङ्गस्यान्वयव्यतिरेक्यादिरूपेण,लिङ्गस्य+अन्वयव्यतिरेक्यादिरूपेण
माँग,माँग
रॅली,रॅली
पचावर,पच+अवर
आशावादी,आशा+वादी
लिटवाकर,लिटवा+कर
मनैला,मन+एला
मोतियाबिन्द,मोतिया+बिन्द
सरङ्गपाल,सरङ्ग+पाल
महाजङ्ग,जङ्ग
कलहो वर्तते,कलहः+ वर्तते
इनलॉज,इनलॉज
रतवाल,रत+वाल
12भेदान्वयबोधौपायिकाकाङ्क्षाविरहादिति12,भेदान्वयबोधौपायिकाकाङ्क्षाविरहात्+इति
गण्,गण्
स्वसहायता,स्व+सहाय+ता
प्रकृतिक,प्र+कृति+क
विमतमभावग्रहणमिन्द्रियजन्यमनन्यत्रोपक्षीणेन्द्रियव्यापारभावभावित्वाद् रूपादिज्ञानवदित्यलम्,विमतम्+अभावग्रहणम्+इन्द्रियजन्यम्+अन्यत्र+उपक्षीणेन्द्रियव्यापारभावभावित्वात्+ रूपादिज्ञानवत्+इति+अलम्
सुतरामेव,सुतराम्+एव
संख्याभानं स्वीकरणीयम्,संख्याभानम्+ स्वीकरणीयम्
कोलपैक,कोलपैक
लिङ्शक्तिरितिप्राभाकराः,लिङ्शक्तिः+इतिप्राभाकराः
पटादेर्भेदाभावस्य,पटादेः+भेदाभावस्य
प्रथास्ति,प्रथा+अस्ति
लाजवश,लाज+वश
तदभावो व्याप्यत्वासिद्धः,तत्+अभावः+ व्याप्यत्वासिद्धः
हेतुसंबन्धेऽपि,हेतुसंबन्धे+अपि
फैङ्कोगी,फैङ्क+ोगी
मङ्गवायें,मङ्गवा+यें
उखाडी,उखाड+ी
अधिगतशुक्तिशकलमेव,अधिगतशुक्तिशकलम्+एव
साजात्योकौ,साजात्य+उक्तौ
हनूमांश्च,हनूमान्+च
पेंशनर,पेंशनर
कटवाल,कटवाल
दुखायेगी,दुखा+येगी
इत्यादिवन्नामैकदेशेन,इत्यादिवत्+नामैकदेशेन
बाह्यमण्डल,बाह्य+मण्डल
विरह,विरह
बॅण्ट,बॅण्ट
व्रैहेयमोदनं पचतीत्यादौ,व्रैहेयमोदनम्+ पचति+इत्यादौ
३)प्रमाणपदोत्तरं सुविभक्तिः,३)प्रमाणपदोत्तरम्+ सुविभक्तिः
एतावन्तमनेहसमजायमानं,एतावन्तम्+अनेहसमजायमानं
भेदेनाऽन्वयस्या,भेदेन+अन्वयस्या
धातु,धातु
सिलवाऊं,सिलवा+ऊं
नीचैरागत्य,नीचैः+आगत्य
महकाते,महका+ते
अस्माकं च,अस्माकम्+ च
मुनव्वर,मुनव्वर
रामोऽथ,रामः+अथ
कथमप्युपपादयितुं न,कथम्+अपि+उपपादयितुम्+ न
समासेऽनञ्पूर्वे क्त्वो ल्यप्‌,समासे+अनञ्पूर्वे+क्त्वः+ल्यप्
"ज्ञानमपेक्षितम्,","ज्ञानम्+अपेक्षितम्,"
पशुभेदस्याबाधितत्वेऽपि,पशुभेदस्य+अबाधितत्वे+अपि
रव,रव
जरमनजीत,जर+मन+जीत
प्राप्तव्यमेव,प्राप्तव्यम्+एव
ओवरबर्डन,ओवरबर्डन
वॉल्फ,वॉल्फ
गोत्त्वादिज्ञानविषयकत्त्वेनेति,गोत्त्वादिज्ञानविषयकत्त्वेन+इति
आत्मध्वज,आत्म+ध्वज
हरहरी,हर+हरी
सिखायी,सिखा+यी
करनलाल,कर+नल+आल
भ्रातुर्व्यच्च,भ्रातुः+व्यत्+च
नैपकिंस,नैपकिंस
शिवलिङ्गमेकं,शिवलिङ्गम्+एकं
बसकर,बस+कर
हेतुत्वोपगमान्न,हेतुत्वोपगमात्+न
खग,खग
रागद्वेषसंभावनयाऽयथार्थवाक्यप्रणयनस्य,रागद्वेषसंभावनया+अयथार्थवाक्यप्रणयनस्य
ठहरेगी,ठहर+ेगी
झिलमिलाओगे,झिल+मिला+ओगे
चौकाइये,चौका+इये
स स्तब्धः,सः+स्तब्धः
चन्द्रसागर,चन्द्र+सागर
साध्यविरोधित्वज्ञानकालीनतद्विरोधिव्याप्यज्ञानं प्रतिबन्धकमित्यपास्तम्,साध्यविरोधित्वज्ञानकालीनतद्विरोधिव्याप्यज्ञानम्+ प्रतिबन्धकम्+इति+अपास्तम्
रेंगता,रेंग+ता
वृत्त्येति,वृत्त्या+इति
शीलचन्द,शील+चन्द
घनिष्ठ,घनिष्ठ
गलने,गल+ने
करतब,करतब
चम्मच,चम्मच
पदत्वं न,पदत्वम्+ न
संयोगात्मकफलविशेष्यकसंयोगोपस्थतिकारणबोधेनेत्यर्थः,संयोगात्मकफलविशेष्यकसंयः+गः+पस्थतिकारणबोधेन+इत्यर्थः
कदाचिद् बलवानपि,कदाचित्+बलवान्+अपि
सीमन्तोन्नयनं जातकर्म्म,सीमन्तोन्नयनम्+जातकर्म्म
यो यथा,यः+यथा
विध्यध्यवसायपूर्वकत्वान्निषेधाध्यवसायस्येत्यर्थः,विध्यध्यवसायपूर्वकत्वात्+निषेधाध्यवसायस्य+इत्यर्थः
वाहनपर,वाहन+पर
तत्सिद्धेरिति||,तत्सिद्धेः+इति||
तनोतेर्विभाषा,तनोतेः+विभाषा
जलाश,जल+आश
पोर्,पोर्
पदवाहन,पद+वाहन
कर्तृतयेति,कर्तृतया+इति
तरसौर,तर+सौर
एवै.कत्वान्वय,एव+एकत्व+अन्वय
गढा,गढा
प्रवन्ध,प्र+बन्ध
रसरहित,रस+रहित
इत्युदाहरणम्,इति+उदाहरणम्
तक्षकतीर्थ,तक्षक+तीर्थ
सदस्यमण्डली,सदस्य+मण्डली
धातुमात्रेणेति,धातुमात्रेण+इति
एवं धात्वर्थस्य,एवम्+ धात्वर्थस्य
बलकार,बल+कार
अजवाइन,अजवाइन
चटकेंगी,चटक+ेंगी
लधवे,लधवे
नमो वराय,नमः+वराय
ज्ञानं भवत्विति,ज्ञानम्+ भवत्विति
बुआ,बुआ
जन्मती,जन्म+ती
वनभैंसों,वन+भैंस+ों
लिखवाऊङ्गी,लिखवा+ऊङ्गी
पुत्रादर्शनात्तेषामप्रामाण्यं युक्तमिति,पुत्रादर्शनात्+तेषाम्+अप्रामाण्यम्+ युक्तम्+इति
तत्राभावादिति,तत्र+अभावात्+इति
कथमदृष्टार्थानां प्रामाण्यनिश्चय,कथम्+अदृष्टार्थानाम्+ प्रामाण्यनिश्चयः+
निकलायेगा,निकला+येगा
धूमो दहनमिव,धूमः+दहनम्+इव
कल्पनीयमिति,कल्पनीयम्+इति
प्रतीत्याश्रयत्वेनाभिप्रायविषयत्वेऽपि,प्रतीत्याश्रयत्वेन+अभिप्रायविषयत्वे+अपि
पचनीय,पच्+अनीय
आह---अदृष्टेति,आह---अदृष्ट+इति
अप एव,अपः+एव
कल्यार्ण,कल्य+अर्ण
विहंगो विहंग,विहंगः+ विहंग
निम्ब,निम्ब
ब्रवीत्यद्य,ब्रवीति+अद्य
तथाप्यहं,तथापि+अहं
काॅम्पैक्ट,काॅम्पैक्ट
अभावग्रहणव्यावृत्तिमाह,अभावग्रहणव्यावृत्तिम्+आह
मसुरकर,मसुरकर
तदस्य परिमाणम्,तत्+अस्य+परिमाणम्
एवं सप्तम्यर्थाधेयत्वान्वयस्य,एवम्+ सप्तम्यर्थाधेयत्व+अन्वयस्य
द्वित्वादिमद्भेदावगाहिघटपटौ,द्वित्वादिमत्+भेदावगाहिघटपटौ
सरकाओगी,सरका+ओगी
ब्रह्मतत्त्व,ब्रह्म+तत्त्व
धानकर्मत्वगोत्वोभयमेव,धानकर्मत्वगोत्वोभयम्+एव
तद्वाचकपदस्य,तत्+वाचकपदस्य
रजनीखण्ड,रजनी+खण्ड
बुलाने,बुला+ने
भूधर,धर
मापने,माप+ने
यद्युभयत्र,यदि+उभयत्र
हरचन्द्रपुर,हर+चन्द्र+पुर
भगदत्त,भग+दत्त
दाधा घ्वदाप्,दाधा+घु+अदाप्
हडकायेंगे,हडका+येंगे
तावतां तत्तत्प्रतियोगितावच्छेदकरूपेणानुपस्थितेर्न,तावताम्+ तत्+तत्+प्रतियोगितावच्छेदकरूपेण+अनुपस्थितेः+न
कर्मत्वमाधेयतासम्बन्धावच्छिन्नप्रतियोगिताक,कर्मत्वम्+आधेयतासम्बन्धावच्छिन्नप्रतियोगिताक
सर्वमभिधेयं मेयत्वादित्यस्यासंग्राह्यतया,सर्वम्+अभिधेयम्+ मेयत्वात्+इति+अस्य+असंग्राह्यतया
आश्रयत्वप्रकारकेत्यर्थः,आश्रयत्वप्रकारक+इत्यर्थः
शतादिशब्दानां |,शतादिशब्दानाम्+ |
गढराज्य,गढ+राज्य
द्वित्वान्वय,द्वित्व+अन्वय
नियमानाक्रान्तत्वादिति,नियमानाक्रान्तत्वात्+इति
तत्वेनालक्ष्यतया,तत्वेन+अलक्ष्यतया
इन्द्रियस्येन्द्रियस्यार्थे,इन्द्रियस्य+इन्द्रियस्य+अर्थे
करेल,कर+इल
उलझाकर,उलझा+कर
हस्तक्षप,हस्त+क्षप
प्रतिक्षणं नाशेऽपि,प्रतिक्षणम्+ नाशे+अपि
पादोऽन्यतरस्याम्,पादः+अन्यतरस्याम्
काश्मीरमपरे,काश्मीरम्+अपरे
लम्बोदर,लम्ब+उदर
ब्रह्मघाट,ब्रह्म+घ+आट
क्लॉट,क्लॉट
शुभन,शुभ्+अन
बदाैलत,ब+दौलत
जयभीम,जय+भीम
आह---सामान्येति,आह---सामान्य+इति
लॉगो,लॉगो
धूमवानिति,धूमवान्+इति
सत्तासम्बन्ध,सत्ता+सम्बन्ध
बालश्च,बालः+च
व्याप्तिज्ञानमन्तरेण,व्याप्तिज्ञानम्+अन्तरेण
(1.ग.घ.ङ.एतदुभाभ्यामनुक्तया,(1.ग.घ.ङ.एतदुभाभ्याम्+अनुक्तया
शङ्क्,शङ्क्
विशिष्टलाभ इति,विशिष्टलाभः+ इति
शक्यताऽवच्छेदकभेदनियम्यत्वादिति,शक्यताऽवच्छेदकभेदनियम्यत्वात्+इति
संदेहो न,संदेहः+ न
भ्रान्तो विप्रलम्भकश्चाप्तो,भ्रान्तः+ विप्रलम्भकः+च+आप्तः+
भवतोष,भव+तोष
खजनी,ख+जनी
प्रथमैकवचनस्य,प्रथमा+एकवचनस्य
अघन,अघ्+अन
विशेषणत्वं सहायकर्तृको,विशेषणत्वम्+ सहायकर्तृकः+
भुनके,भुन+के
बोद्धव्य इत्याधुनिकसंकेतज्ञानादपि,बोद्धव्यः+ इत्याधुनिकसंकेतज्ञानात्+अपि
तं समादाय,तम्+समादाय
केवलं विशेष्ये,केवलम्+ विशेष्ये
फैलायें,फैला+यें
ऐशज,ऐश+ज
वारयितुमाह---इष्टेति,वारयितुम्+आह---इष्टेति
"४.साध्यप्रसिद्धावित्युक्तम्,","४.साध्यप्रसिद्धौ+इति+उक्तम्,"
सामान्यानां तस्मात्,सामान्यानाम्+ तस्मात्
प्रोडॉ,प्रोडॉ
सम्पीडन,सम्+पीडन
उच्चमध्यवर्ग,उच्च+मध्य+वर्ग
कृतकार्य,कृत+कार्य
आनङ् ऋतो द्वंद्वे,आनङ्+ऋतः+द्वन्द्वे
अपि,च+अपि
कृषिपम्प,कृषि+पम्प
खपूङ्गी,खप+ूङ्गी
मायनस,माय+नस
पॉण्टी,पॉण्टी
ओल्डर,ओल्डर
सिखायें,सिखा+यें
कम्पोस्ट,कम्पोस्ट
चैवं जल्पे,च+एवम्+ जल्पे
स्वकल्पित,स्व+कल्पित
अनश्च,अनः+च
विनश्यतामाश्रयमन्तरेणावस्थानमुदाहरणमुखेन,विनश्यताम्+आश्रयम्+अन्तरेण+अवस्थानम्+उदाहरणमुखेन
करकटहा,कर+कट+हा
ज्वरणीय,ज्वर्+अनीय
क्षेत्रं प्रति,क्षेत्रम्+प्रति
सर्वमेध,सर्व+मेध
यदोभयवाद्यसिद्धत्वेन,यदा+उभयवाद्यसिद्धत्वेन
जीत,जीत
सौम्यरञ्जन,सौम्यरञ्जन
सुजनो वा,सुजनः+वा
छिपोगी,छिप+ोगी
क्रियमाणानां रत्नानामुपलम्भनात्‌,क्रियमाणानाम्+ रत्नानाम्+उपलम्भनात्‌
तदजानन्नस्मदादिस्तत्प्रेरयतीति,तदजानन्+अस्मदादिः+तत्प्रेरयति+इति
खुजाकर,खुजा+कर
व्यक्तिवाद,व्यक्ति+वाद
ननूक्तं,ननु+उक्तं
झपकाऊंगा,झपका+ऊंगा
कुचलाना,कुचला+ना
दरकने,दर+कने
बोधनिष्ठसङ्‌केतविषयताया ऐक्यादिति,बोधनिष्ठसङ्‌केतविषयतायाः+ ऐक्यात्+इति
सिद्धमन्नं,सिद्धम्+अन्नं
नोक्तमिति,न+उक्तम्+इति
तद्वैयर्थ्यम्,तत्+वैयर्थ्यम्
निश्चिन्तो भव,निश्चिन्तः+भव
धागे,धागे
अवयसि ठंश्च,अवयसि+ठन्+च
तिलकचन्द्र,तिलक+चन्द्र
वैद्युतकणसञ्चलन,वैद्युत+कण+सञ्चलन
